lemah ya kamu
Bunuh bukan saja dilarang dan tidak disukai Rosul dan sahabat atau para Ulama pun tidak menyukai Tetapi tetap saja karena Iman tidak kuat akhirnya orang bisa buta hati maka doakan agar Allah mengampuni dosanya Bagaimana pun perasaan manusia beda dengan malaikat
Tetap bunuh diri itu tidak diterima oleh allah karena rezeki maut jodoh termasuk nyawa itu allah yg mengatur Bagaimana bila seorang berkata iman percaya pada allah tetapi tidak bertanya dulu pada ahli ulama wakilnya utusan allah tentang jalan yg benar yg seharusnya  Maaf hanya mengingatkan
Banyak-banyak makan micin biar gak bodoh gara-gara istri selingkuh bunuh diri sudah kayak gak ada cewe lain aja
orang yg tak punya iman wanita banyak bukan hanya satu
cuma sayang isteri gak mikirin anak-anak Parah kalau gak punya iman
Mampus lu sudah mati gak ada guna nya juga lu hidup gak punya otak dasar cowo pengecut pakai mati segala disiarin live lagi Orang tolol
kurang piknik semua nya
Pekok lu bunuh diri kok di umbar di facebook sudah mati lu nanti di neraka ditambah dihujat orang bunuh diri ya bunuh diri aja jangan sok-sokan di streaming
Bunuh diri ciri orang pecundang  Dia tidak bisa menghadapi msalah dengan akal sehat
dia putus asa banyak masalah
Setiap kepala juga pasti punya masalah kk hanya orang yang punya mental lemah sampai melakukan hal itu yang berpikir mati adalah jalan terbaik seram yaa kk
mati nya gak wajar Itu TKP pasti jadi angker 
hiii seremlah klo tinggal deket TKP
sayang mas ganteng ganteng kok gak punya iman lihat tu anak-anak
ORANG TOLOL DIA BUNUH DIRI CUMA KARENA CINTA KASIHAN AMAT HIDUP LU
Perbuatan paling dibenci oleh tuhan sudah kasih umur panjang sehat malah di sia-sia mas bro mas bro
Ini bisa jadi panutan atau contoh buat kaum islami seperti kita-kita hanya cinta sesama saja sampai bunuh diri konyol banget kalau mati demi islam dan karena cinta pada gusti allah baru aku acungi jempol kalau kayak gini mah jari kelingking yg aku acungkan
gue sih turut berduka cita tetapi ini keputusan yang konyol Tidak berpikir dua kali
Yg bunuh diri itu orang yg paling bodoh yang sudah gak punya iman klo mereka mau silakan
tolol Masuk Neraka Lo
telat bro orangnya sudah menikmati hadiah terindah dalam kuburnya yaitu NERAKA
aduh mau mati saja pakai acara eksis dulu nanti lev lagi di neraka lagi diapain
Edan zaman sekarang kelakuan manusia sudah aneh-aneh Kenapa melakukan kayak gitu pak Apakah bapak gak pikir anak-anak bapak Apa bapak gak kasihan sama anak-anak bapak Cuma masalah sepele kok sampai bunuh diri Ampun pak pak di mana sebagai laki-lakimu Laki-laki itu harus kuat masih banyak cewe mah pak bukan cuma satu doang
Itulah janji iblis menyesatkan manusia sampai keluar dari agama islam bagaimanapun caranya semoga keluarga kita kerabat saudara ataupun yg kita kenal tidak pernah melakukan hal tersebut amin
Gak Ada imannya kasihan banget
Yg sakit parah dan sudah divonis aja mati-matian gimana caranya harus sembuh yg sudah dikasih fisik sehat duniawi oleh sang pencipta malah di sia-sia dunia sudah terbalik
INILAH CONTOH ORANG PALING TOLOL GOBLOK DAN gak punya OTAK
Bener banget bang orang yg sakit hampir menemui ajal aja pengen sehat dan bangun lagi ini yg dikasih hidup malah sia-sia
kurang piknik
Orang bodoh wanita didunia ada jutaan ditinggal satu ya cari lagi gitu aja pake bunuh diri nasi pecel masih enak sayang yg namanya orang bunuh diri ya jelas masuk neraka jd percuma didoakan masuk surga gak mensyukuri nikmat tuhan
orang bodoh yg mati bunuh diri
picik sekali
Orang bego ini hahahaha
Cetek amat pemikirannya duh sayang banget tetapi semoga diampuni segala dosamu Amin
 Imannya tipis paling dibenci sama ALLAH
masuk neraka saja gak apalagi masuk surga aduh gentayang tuh di dunia gak ada tujuan imannya lemah tuh orang
kasihan sama anak-anaknya jadi kena mentalnya si istri dihantui merasa bersalah gak akan tenang hidupnya lama-lama stres sendiri
mungkin dia bunuh diri karena ada hal yg bikin dia lupa diri sampai dia putus harapan   bukan dia aja yg mati gantung diri  sudah banyak kasus  di tangerang mandor bangunan krn kerjaannya rugi gak bisa bayar tukangnya  dia bunuh diri di proyek  sudah gak aneh semua orang bakal mati   dengan cara berbeda-beda
disangka gantung diri bisa menyelesaikan masalah kali   selamat bertemu dengan   malaikat bro anda pertanggungjawabkan semuanya
Dia cinta mati sama istrinya  Tp gak cinta mati sama allah
Eh bro salah satu dosa yg tak diampuni ya bunuh diri  tempat yg layak ya cuma neraka    kalo urusan yg menjelek-jelekkan ya dosa masing-masing  ngapain jg lu yg sewot
kurang piknik
Ini adalah Contoh orang yg tidak mengerti ilmu agama   sebesar apapun masalah yg dialami harusnya kita lebih mendekatkan diri kepada allah dengan cara memperbanyak ibadah kalau kita dekat dengan allah pasti allah juga akan dekat dgn kita kalau allah sudah dekat dengan kita maka allah akan memuliakan kita dan kita akan dibahagiakan di dunia dan akhirat tidak akan mungkin allah membiarkan kita tersiksa bukannya malah gantung diri perbuatan percuma yg malah membuat kita tersiksa di neraka untuk selamanya
Begitulah klo jauh dengan allah swt setan dan iblis akan mendekat padamu   dan berbisik di telingamu kawan  Ikutlah dgn kami jadi penghuni neraka Di sana bebas bayar pajak  bebas bayar segalanya  gak perlu mikir bayar kontrakan  Gak perlu KTP elektrik  jgn mikir macam-macam deh  yg penting kamu siap digebukin disiksa sampe MODAR  bangun disiksa lagi sampe MODAR
Ciri org jauh dari tuhan gak punya iman    Naudzubillahhiminzalik
Orang bodoh  wanita di dunia ada jutaan  ditinggal satu ya cari lagi  gitu aja pake bunuh diri  nasi pecel masih enak sayang yg namanya orang bunuh diri ya jelas masuk neraka  jd percuma didoakan masuk surga    gak mensyukuri nikmat tuhan
orang bodoh yang mati bunuh diri
Jangan cinta duniawi berlebihan   maka akan sesat   gak perlu didoakan gak akan nyampai    krn jalan setan yg dia tempuh
Menurut ajaran islam  bunuh diri adalah murtad  astagfirrullahhaladzim   ya allah kuatkanlah iman kami  agar kami terhindar dari kesesatan  
picik sekali
astagfirrullahhaladzim
istrinya aja edan
mungkin dia lelah dengan hidupnya
Orang Bunuh Diri Itu Paling Dibencikan Oleh Allah Swt Biarkanlah Dia Tanggung Jawab Di Sana Jangan Sesekali Menghina Diri Kita Toh Belum Sempurna Kan Yang Udah Sempurna Aja Gak berani Ngucap Kaya Gitu Biarkanlah Saja Dia
Kenapa kamu tidak melakukannya saja  hidupmu sudah tidak ada artinya
saya tidak baik-baik saja
semua orang membencimu  Hiduplah dalam kesengsaraan  Dunia ini akan menjadi lebih baik tanpamu 
